author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300929568/,Москва,sale,flat,47,53,3,160.0,-1,0,188800000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300545035/,Москва,sale,flat,3,18,3,161.3,-1,0,53300000,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
МОСКВА СИТИ,real_estate_agent,https://www.cian.ru/sale/flat/300317865/,Москва,sale,flat,69,95,3,130.0,-1,0,91000000,Пресненский,набережная Пресненская,12,Деловой центр,Башня Федерация
MOD estate,real_estate_agent,https://www.cian.ru/sale/flat/293313393/,Москва,sale,flat,2,30,3,90.8,-1,0,33800000,Богородское,Погонный проезд,3ак2,Белокаменная,Лосиный остров
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300005995/,Москва,sale,flat,6,9,3,76.5,-1,0,41500000,Донской,Ленинский проспект,12,Шаболовская,
SC Realty,real_estate_agent,https://www.cian.ru/sale/flat/301364709/,Москва,sale,flat,24,44,3,64.1,-1,0,31700000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/301081889/,Москва,sale,flat,16,22,3,96.9,-1,0,41000000,Кунцево,Молодогвардейская ,2К1,Кунцевская,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/300661643/,Москва,sale,flat,20,39,3,86.5,-1,0,32900000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300327977/,Москва,sale,flat,5,17,3,74.8,-1,0,16200000,Матушкино,Зеленоград,к251,Зеленоград — Крюково,
MOD estate,real_estate_agent,https://www.cian.ru/sale/flat/294872908/,Москва,sale,flat,9,23,3,93.2,-1,0,46999999,Бутырский, Фонвизина,18,Улица Милашенкова,Фонвизинский
BERI,real_estate_agent,https://www.cian.ru/sale/flat/298863230/,Москва,sale,flat,7,9,3,80.1,-1,0,62290000,Тверской,Тверская ,15,Пушкинская,
ID 48528697,homeowner,https://www.cian.ru/sale/flat/301613818/,Москва,sale,flat,5,24,3,55.0,-1,0,23990000,Донской,,к3,Верхние котлы,Новоданиловская 8 ЖК
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300116271/,Москва,sale,flat,5,11,3,62.3,-1,0,34300000,Басманный, Казакова,7,Курская,KAZAKOV Grand Loft
Delight  Realty,real_estate_agent,https://www.cian.ru/sale/flat/259124233/,Москва,sale,flat,13,13,3,99.0,-1,0,66000000,Замоскворечье,3-й Люсиновский переулок,1С1,Серпуховская,
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/294859988/,Москва,sale,flat,1,16,3,122.6,-1,0,70000000,Хамовники,Фрунзенская набережная,50,Спортивная,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539810/,Москва,sale,flat,4,6,3,180.0,-1,0,120000000,Басманный,Большой Казенный переулок,5,Курская,
REPLACE,real_estate_agent,https://www.cian.ru/sale/flat/296391003/,Москва,sale,flat,2,11,3,84.8,-1,0,53000000,Раменки,Мичуринский проспект,5,Ломоносовский проспект,Квартал Шуваловский
PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/298002096/,Москва,sale,flat,4,15,3,160.0,-1,0,95000000,Раменки,Мичуринский проспект,6К1,Ломоносовский проспект,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300023886/,Москва,sale,flat,4,7,3,108.0,-1,0,73900000,Тверской,Садовая-Самотечная ,4А,Цветной бульвар,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/301206268/,Москва,sale,flat,2,8,3,92.0,-1,0,63800000,Хамовники,переулок Сивцев Вражек,33,Смоленская,
ID 114673645,homeowner,https://www.cian.ru/sale/flat/300790460/,Москва,sale,flat,7,13,3,53.5,-1,0,17899000,, Лобановский Лес,13,Прокшино,Прокшино
REPLACE,real_estate_agent,https://www.cian.ru/sale/flat/301218502/,Москва,sale,flat,6,20,3,92.0,-1,0,114000000,Пресненский,Мантулинская ,9к3,Деловой центр,City Park
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300006000/,Москва,sale,flat,5,9,3,100.0,-1,0,51000000,Донской,Ленинский проспект,12,Шаболовская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300669759/,Москва,sale,flat,9,9,3,49.0,-1,0,12500000,Дмитровский,Карельский бульвар,2К1,Лианозово,
Станислава Яткевич,realtor,https://www.cian.ru/sale/flat/295950251/,Москва,sale,flat,3,57,3,115.0,-1,0,67980000,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/295093036/,Москва,sale,flat,26,35,3,70.2,-1,0,29950000,Останкинский, Годовикова,11к4,Алексеевская,iLove
Мантис Групп,real_estate_agent,https://www.cian.ru/sale/flat/298678425/,Москва,sale,flat,11,12,3,64.6,-1,0,17900000,Нагорный,Криворожская ,5К2,Нагорная,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297725136/,Москва,sale,flat,3,7,3,103.0,-1,0,140000000,Замоскворечье,Садовническая ,57С2,Новокузнецкая,Wine House
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300018508/,Москва,sale,flat,8,14,3,92.1,-1,0,90800000,Раменки,проспект Генерала Дорохова,39к1,Минская,Собрание клубных домов West Garden
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300439643/,Москва,sale,flat,12,18,3,89.0,-1,0,55000000,Таганский, Талалихина,8,Пролетарская,Дом на Таганке
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/299557531/,Москва,sale,flat,36,53,3,82.5,-1,0,38000000,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
MOD estate,real_estate_agent,https://www.cian.ru/sale/flat/299067800/,Москва,sale,flat,9,12,3,102.2,-1,0,130000000,Раменки,проспект Генерала Дорохова,39к1Е,Минская,Собрание клубных домов West Garden
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300754049/,Москва,sale,flat,3,12,3,108.1,-1,0,108000000,Хамовники,Малая Пироговская ,8,Спортивная,Barrin House
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300023889/,Москва,sale,flat,3,3,3,87.7,-1,0,84600000,Мещанский, Сретенка,9,Сретенский бульвар,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539700/,Москва,sale,flat,4,12,3,146.0,-1,0,106500000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/301347592/,Москва,sale,flat,22,25,3,57.0,-1,0,17450000,, Саларьевская,9,Саларьево,Саларьево парк
ID 109135729,realtor,https://www.cian.ru/sale/flat/300650864/,Москва,sale,flat,3,11,3,118.71,-1,0,126890000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/297615874/,Москва,sale,flat,47,54,3,160.8,-1,0,194800000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300568982/,Москва,sale,flat,11,12,3,62.8,-1,0,17500000,Зюзино,Балаклавский проспект,46А,Зюзино,
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/285287486/,Москва,sale,flat,1,8,3,74.4,-1,0,27500000,Дорогомилово,Кутузовский проспект,33,Кутузовская,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/293837893/,Москва,sale,flat,4,11,3,98.0,-1,0,35500000,Останкинский, Годовикова,11к2,Алексеевская,iLove
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/298791773/,Москва,sale,flat,3,6,3,103.0,-1,0,64000000,Красносельский,Мясницкая ,17С2,Тургеневская,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/294509004/,Москва,sale,flat,2,4,3,125.0,-1,0,250000000,Пресненский,Хлебный переулок,24,Арбатская,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/297089048/,Москва,sale,flat,26,35,3,71.0,-1,0,29950000,Останкинский, Годовикова,11к4,Алексеевская,iLove
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/297901296/,Москва,sale,flat,20,20,3,76.0,-1,0,19000000,, Родниковая,30к2,Саларьево,Румянцево-Парк
Bespoke Estate,real_estate_agent,https://www.cian.ru/sale/flat/296448180/,Москва,sale,flat,8,10,3,150.0,-1,0,147970000,Замоскворечье,Большая Татарская ,7к1,Новокузнецкая,Четыре солнца
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/295848893/,Москва,sale,flat,3,6,3,158.6,-1,0,290000000,Хамовники,переулок Хилков,5,Парк Культуры,Особняк в Хилковом переулке
Bespoke Estate,real_estate_agent,https://www.cian.ru/sale/flat/299116581/,Москва,sale,flat,7,9,3,78.0,-1,0,25000000,Сокол,Волоколамское шоссе,14,Стрешнево,
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300988166/,Москва,sale,flat,3,6,3,137.0,-1,0,164000000,Якиманка, Большая Якиманка,15,Полянка,Mon Cher
Анастасия Иванова,realtor,https://www.cian.ru/sale/flat/298223333/,Москва,sale,flat,20,24,3,70.0,-1,0,45500000,Фили-Давыдково,Кастанаевская ,66,Кунцевская,Shome
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/291590051/,Москва,sale,flat,3,11,3,110.4,-1,0,99000000,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/299844612/,Москва,sale,flat,6,16,3,122.6,-1,0,120000000,Хамовники,Ружейный переулок,3,Смоленская,Смоленская Застава
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/293145354/,Москва,sale,flat,2,7,3,94.0,-1,0,153000000,Пресненский,Малый Кисловский переулок,3,Арбатская,Рахманинов
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/294553685/,Москва,sale,flat,8,13,3,99.71,-1,0,113000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295467331/,Москва,sale,flat,2,6,3,119.0,-1,0,215000000,Хамовники,переулок Хилков,5,Парк Культуры,Особняк в Хилковом переулке
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/294374810/,Москва,sale,flat,9,13,3,99.71,-1,0,113000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Александр Кудинов,realtor,https://www.cian.ru/sale/flat/301548146/,Москва,sale,flat,17,24,3,71.0,-1,0,48000000,Хорошевский,Хорошевское шоссе,25Ак3,Хорошёвская,Династия
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/198782509/,Москва,sale,flat,4,4,3,110.0,-1,0,105009259,Хамовники,Гагаринский переулок,28,Смоленская,
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300234174/,Москва,sale,flat,8,10,3,105.0,-1,0,72150000,Тверской, Палиха,4,Менделеевская,Клубный дом Maison Rouge
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290383734/,Москва,sale,flat,5,5,3,125.7,-1,0,56000000,Тверской,1-я Брестская ,36,Белорусская,
Vesco Realty,real_estate_agent,https://www.cian.ru/sale/flat/281304705/,Москва,sale,flat,4,7,3,140.0,-1,0,210000000,Арбат,1-й Смоленский переулок,21,Смоленская,Smolensky De Luxe
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299070313/,Москва,sale,flat,4,6,3,78.0,-1,0,120000000,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов 
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/276109910/,Москва,sale,flat,22,65,3,191.6,-1,0,139963646,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Метриум-Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297904271/,Москва,sale,flat,4,6,3,172.1,-1,0,235722960,Хамовники, Остоженка,11,Кропоткинская,Остоженка 11
Алеся Лунина,realtor,https://www.cian.ru/sale/flat/299017252/,Москва,sale,flat,8,17,3,74.8,-1,0,19500000,Северное Бутово, Грина,1К3,Бульвар Дмитрия Донского,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/285581103/,Москва,sale,flat,5,32,3,95.5,-1,0,125000000,Таганский,Котельническая набережная,1/15кВК,Таганская,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301379040/,Москва,sale,flat,8,36,3,72.0,-1,0,45600000,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы
HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297033857/,Москва,sale,flat,24,50,3,77.0,-1,0,52000000,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/295145851/,Москва,sale,flat,4,6,3,138.0,-1,0,135000000,Тверской,1-й Колобовский переулок,14,Трубная,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301321085/,Москва,sale,flat,2,27,3,97.1,-1,0,52950000,Раменки, Янковского,1к3,Аминьевская,Событие
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298976152/,Москва,sale,flat,5,12,3,74.4,-1,0,55000000,Хамовники,Комсомольский проспект,45,Спортивная,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/287044518/,Москва,sale,flat,2,15,3,180.0,-1,0,182624799,Хамовники,2-я Фрунзенская ,12,Фрунзенская,Пять Звезд
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/291597053/,Москва,sale,flat,5,6,3,78.1,-1,0,68484299,Тверской,1-я Тверская-Ямская ,18,Маяковская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300466773/,Москва,sale,flat,16,32,3,123.9,-1,0,49800000,Лучший ЖК в е Черемушки3-комн. квартира,16/32 этаж,,,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/279700621/,Москва,sale,flat,10,25,3,99.0,-1,0,56500000,Аэропорт,Ленинградский проспект,36с40,Динамо,ВТБ Арена парк
Стоун Бридж эстейт,real_estate_agent,https://www.cian.ru/sale/flat/300866682/,Москва,sale,flat,2,23,3,80.0,-1,0,35500000,Можайский,Можайское шоссе,6К1,Кунцевская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300002527/,Москва,sale,flat,7,9,3,160.8,-1,0,283068439,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300812053/,Москва,sale,flat,3,10,3,172.5,-1,0,225000000,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/294206662/,Москва,sale,flat,11,22,3,77.0,-1,0,27990000,Марфино, Академика Комарова,3к2,Улица Милашенкова,Марфино
CITYZEN,real_estate_agent,https://www.cian.ru/sale/flat/301542847/,Москва,sale,flat,57,68,3,96.4,-1,0,67480000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/280279506/,Москва,sale,flat,29,53,3,191.5,-1,0,228280999,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/299507334/,Москва,sale,flat,17,17,3,73.7,-1,0,16000000,Головинский,Онежская ,22,Коптево,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299728876/,Москва,sale,flat,9,21,3,97.0,-1,0,110000000,Пресненский, Костикова,4к2,Улица 1905 года,Lucky
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/281492779/,Москва,sale,flat,8,11,3,149.9,-1,0,148000000,Замоскворечье,Большая Татарская ,7к1,Новокузнецкая,Четыре солнца
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/297255750/,Москва,sale,flat,32,33,3,69.0,-1,0,27900000,Кунцево, Академика Павлова,56к1,Крылатское,Академика Павлова
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299111054/,Москва,sale,flat,7,10,3,68.5,-1,0,31500000,Даниловский,проезд Жуков,21Б,Павелецкая,Level Павелецкая
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/301462060/,Москва,sale,flat,2,13,3,120.0,-1,0,165000000,Пресненский,2-я Черногрязская ,6к2,Улица 1905 года,RedSide
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/298508099/,Москва,sale,flat,5,15,3,128.6,-1,0,70000000,Раменки,Университетский проспект,16,Ломоносовский проспект,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296779510/,Москва,sale,flat,2,7,3,108.0,-1,0,51840000,Тверской,1-я Миусская ,24/22С4,Менделеевская,
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/299841895/,Москва,sale,flat,6,22,3,166.0,-1,0,77000000,Кунцево,Рублевское шоссе,26К4,Молодёжная,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/285861700/,Москва,sale,flat,7,9,3,101.7,-1,0,69950000,Замоскворечье,Вишняковский переулок,23,Новокузнецкая,
Lake,real_estate_agent,https://www.cian.ru/sale/flat/301567654/,Москва,sale,flat,22,53,3,80.34,-1,0,32500000,Пресненский,Шмитовский проезд,39к8,Шелепиха,Headliner
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300045504/,Москва,sale,flat,3,9,3,57.9,-1,0,17000000,Теплый Стан,Профсоюзная ,130К2,Коньково,
BERI,real_estate_agent,https://www.cian.ru/sale/flat/298825065/,Москва,sale,flat,3,8,3,68.3,-1,0,48490000,Красносельский,Милютинский переулок,20/2С1,Тургеневская,
Бизнес Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300857207/,Москва,sale,flat,13,19,3,79.0,-1,0,23450000,Чертаново Южное,Варшавское шоссе,170Ек10,Лесопарковая,Зеленая Вертикаль
Prime,real_estate_agent,https://www.cian.ru/sale/flat/293454410/,Москва,sale,flat,5,5,3,73.0,-1,0,17900000,Можайский, Толбухина,5К3,Сетунь,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/300436382/,Москва,sale,flat,23,24,3,70.0,-1,0,51000000,Хорошевский,Хорошевское шоссе,25Ак1,Полежаевская,Династия
ID 107328710,realtor,https://www.cian.ru/sale/flat/301364881/,Москва,sale,flat,3,9,3,79.3,-1,0,38000000,Можайский,Рябиновая ,3к3,Рабочий посёлок,КутузовGRAD I
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/301404192/,Москва,sale,flat,2,16,3,54.4,-1,0,14900000,Новогиреево,Братская ,17К2,Перово,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298825149/,Москва,sale,flat,10,14,3,146.0,-1,0,175000000,Хамовники,2-я Фрунзенская ,12,Фрунзенская,Пять Звезд
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299436143/,Москва,sale,flat,9,9,3,91.0,-1,0,49500000,Даниловский,проспект Лихачева,20,Технопарк,Nagatino i-Land
ID 53009453,unknown,https://www.cian.ru/sale/flat/301734800/,Москва,sale,flat,11,14,3,64.7,-1,0,16600000,Гольяново,Уссурийская ,5К3,Щёлковская,
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299052958/,Москва,sale,flat,3,4,3,104.0,-1,0,120000000,Пресненский,Большой Козихинский переулок,12/2,Пушкинская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300883472/,Москва,sale,flat,2,5,3,140.0,-1,0,226487899,Мещанский,Рождественский бульвар,10/7С1,Трубная,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300005839/,Москва,sale,flat,6,8,3,70.0,-1,0,51990000,Тверской,Тверская ,6С1,Охотный ряд,
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/301138141/,Москва,sale,flat,39,43,3,68.0,-1,0,44950000,Хорошево-Мневники,Шелепихинская набережная,34к6,Шелепиха,Сердце Столицы
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/299237798/,Москва,sale,flat,4,17,3,120.0,-1,0,118300000,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539828/,Москва,sale,flat,5,5,3,73.4,-1,0,42000000,Тверской,Новослободская ,10С1,Новослободская,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/297364216/,Москва,sale,flat,6,40,3,103.0,-1,0,59500000,Обручевский,Профсоюзная ,64,Новые Черёмушки,Дирижабль
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/293515367/,Москва,sale,flat,15,51,3,76.0,-1,0,59000000,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
БЕСТ на Октябрьской,real_estate_agent,https://www.cian.ru/sale/flat/301677368/,Москва,sale,flat,3,9,3,58.0,-1,0,14998000,Очаково-Матвеевское,Матвеевская ,42К3,Давыдково,
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301216701/,Москва,sale,flat,14,17,3,120.0,-1,0,78900000,Арбат, Новый Арбат,29,Смоленская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/298021922/,Москва,sale,flat,4,9,3,130.0,-1,0,128014899,Якиманка,1-й Спасоналивковский переулок,18С2,Полянка,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/300723081/,Москва,sale,flat,2,9,3,57.7,-1,0,14900000,Печатники,Шоссейная ,3,Печатники,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290380799/,Москва,sale,flat,7,14,3,108.1,-1,0,85000000,Дорогомилово,Большая Дорогомиловская ,4,Киевская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297681232/,Москва,sale,flat,2,5,3,88.0,-1,0,67500000,Замоскворечье, Малая Ордынка,5/6С2-3,Третьяковская,
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/300934494/,Москва,sale,flat,2,12,3,110.5,-1,0,49500000,Раменки, Столетова,7,Ломоносовский проспект,
Delight  Realty,real_estate_agent,https://www.cian.ru/sale/flat/301379835/,Москва,sale,flat,4,21,3,120.0,-1,0,102000000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298748491/,Москва,sale,flat,2,3,3,114.5,-1,0,54787439,Сокольники,2-я Рыбинская ,13,Красносельская,Loft Garden
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296970042/,Москва,sale,flat,18,40,3,85.0,-1,0,43500000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/298383016/,Москва,sale,flat,7,7,3,140.0,-1,0,85000000,Арбат,Новинский бульвар,28/35С1,Баррикадная,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/298211319/,Москва,sale,flat,22,23,3,128.0,-1,0,60000000,Аэропорт,Часовая ,19к3,Сокол,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/296403266/,Москва,sale,flat,2,4,3,62.0,-1,0,24300000,Марьина роща,проезд 12-й Марьиной рощи,8С2,Марьина Роща,Лофт-квартал Studio #12
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/292939347/,Москва,sale,flat,3,6,3,78.0,-1,0,66800000,Тверской,Долгоруковская ,25,Новослободская,Долгоруковская 25
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/294650800/,Москва,sale,flat,9,57,3,158.0,-1,0,200887279,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
ЦеНтр ПИК,real_estate_agent,https://www.cian.ru/sale/flat/299237500/,Москва,sale,flat,7,8,3,78.0,-1,0,31500000,Ломоносовский,Ленинский проспект,78,Университет,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/294650785/,Москва,sale,flat,4,12,3,136.1,-1,0,106500000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300189345/,Москва,sale,flat,2,7,3,90.0,-1,0,80000000,Пресненский,Большой Козихинский переулок,19/6,Пушкинская,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/294649005/,Москва,sale,flat,16,17,3,103.0,-1,0,37500000,Преображенское, Алымова,3,Преображенская площадь,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295915768/,Москва,sale,flat,8,13,3,92.1,-1,0,96705000,Раменки,проспект Генерала Дорохова,39к1,Минская,Собрание клубных домов West Garden
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/291208091/,Москва,sale,flat,5,8,3,129.3,-1,0,110000000,Замоскворечье, Малая Ордынка,3,Третьяковская,
Delight  Realty,real_estate_agent,https://www.cian.ru/sale/flat/300727469/,Москва,sale,flat,3,10,3,62.5,-1,0,52000000,Арбат,1-й Смоленский переулок,9С1,Смоленская,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/282559741/,Москва,sale,flat,2,6,3,150.0,-1,0,337855879,Хамовники,Бутиковский переулок,5,Парк Культуры,Бутиковский 5
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/289519241/,Москва,sale,flat,7,7,3,164.0,-1,0,150000000,Можайский,проезд Загорского,11,Давыдково,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/295715441/,Москва,sale,flat,11,14,3,82.7,-1,0,17400000,Южное Бутово, Горчакова,1К3,Улица Горчакова,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/266266409/,Москва,sale,flat,7,15,3,109.8,-1,0,134229227,Дорогомилово,Студенческая ,20,Студенческая,Студенческая 20
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300973858/,Москва,sale,flat,7,41,3,91.2,-1,0,80000000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/298946861/,Москва,sale,flat,3,14,3,68.7,-1,0,38500000,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300575952/,Москва,sale,flat,3,7,3,115.0,-1,0,173000000,Пресненский,Хлыновский тупик,4,Арбатская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/292980150/,Москва,sale,flat,9,18,3,85.2,-1,0,78000000,Донской, Вавилова,2/1,Ленинский проспект,Байконур
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/298508096/,Москва,sale,flat,4,8,3,117.7,-1,0,185000000,Арбат,Большой Афанасьевский переулок,28,Арбатская,"Большой Афанасьевский пер, вл.24"
